Member_number,Date,Items
3774,16-09-2015,"['beef', 'misc. beverages', 'beef', 'salty snack']"
3774,17-12-2015,"['whole milk', 'candy']"
3775,06-03-2014,"['whole milk', 'soda', 'whipped/sour cream', 'dessert']"
3775,07-07-2015,"['pork', 'beverages', 'brown bread', 'Instant food products', 'margarine']"
3775,08-09-2014,"['sausage', 'yogurt']"
3775,10-11-2014,"['newspapers', 'cookware']"
3775,27-10-2015,"['root vegetables', 'coffee']"
3776,02-07-2014,"['whole milk', 'yogurt', 'UHT-milk', 'specialty chocolate']"
3776,16-03-2014,"['dishes', 'chewing gum']"
3776,17-05-2015,"['kitchen towels', 'bottled water', 'citrus fruit', 'butter', 'hygiene articles']"
3776,18-07-2015,"['coffee', 'soda']"
3776,21-02-2014,"['shopping bags', 'white wine']"
3776,28-11-2014,"['chicken', 'frozen meals']"
3777,26-02-2014,"['waffles', 'whole milk']"
3778,01-10-2015,"['pastry', 'tropical fruit', 'citrus fruit', 'coffee']"
3778,03-12-2015,"['whole milk', 'rolls/buns']"
3778,13-03-2015,"['soda', 'meat']"
3778,22-11-2014,"['bottled beer', 'frozen meals']"
3778,27-04-2014,"['pip fruit', 'specialty chocolate']"
3779,10-10-2015,"['yogurt', 'domestic eggs']"
3779,10-11-2015,"['ham', 'white bread', 'long life bakery product']"
3779,15-09-2015,"['frankfurter', 'frankfurter', 'tropical fruit', 'berries']"
3779,27-04-2014,"['whole milk', 'meat spreads']"
3779,27-09-2014,"['liquor', 'butter milk']"
3779,27-10-2014,"['ham', 'pastry']"
3780,24-02-2014,"['rolls/buns', 'domestic eggs']"
3781,06-07-2014,"['tropical fruit', 'margarine']"
3781,21-04-2015,"['root vegetables', 'frozen dessert', 'beverages']"
3781,23-09-2015,"['frankfurter', 'pip fruit']"
3782,03-02-2015,"['chicken', 'oil']"
3782,14-05-2014,"['whole milk', 'butter', 'domestic eggs']"
3782,15-01-2014,"['pip fruit', 'curd']"
3782,16-09-2014,"['domestic eggs', 'newspapers']"
3782,20-02-2014,"['citrus fruit', 'flower (seeds)', 'domestic eggs']"
3782,21-09-2014,"['shopping bags', 'root vegetables', 'curd']"
3782,25-04-2014,"['meat spreads', 'tropical fruit', 'rolls/buns']"
3783,04-06-2014,"['red/blush wine', 'bottled water']"
3783,07-11-2014,"['other vegetables', 'canned beer']"
3783,08-03-2015,"['detergent', 'ice cream', 'hamburger meat', 'soda', 'sugar']"
3783,11-04-2014,"['frozen meals', 'white bread', 'cereals', 'ready soups']"
3783,17-02-2015,"['canned beer', 'salt']"
3783,17-06-2015,"['finished products', 'cream cheese ']"
3783,22-06-2015,"['sausage', 'honey', 'beverages', 'soda', 'frozen dessert', 'whipped/sour cream']"
3784,04-03-2014,"['soda', 'chocolate']"
3784,14-06-2015,"['seasonal products', 'herbs', 'spread cheese', 'pickled vegetables']"
3784,30-04-2014,"['root vegetables', 'waffles', 'whipped/sour cream']"
3785,12-07-2014,"['other vegetables', 'photo/film', 'newspapers']"
3785,13-02-2014,"['fruit/vegetable juice', 'cream cheese ']"
3785,16-07-2014,"['cat food', 'domestic eggs']"
3785,16-08-2014,"['root vegetables', 'frozen fish']"
3786,02-04-2014,"['berries', 'pastry']"
3786,10-02-2015,"['light bulbs', 'pastry', 'UHT-milk', 'baking powder']"
3786,11-05-2015,"['curd', 'zwieback']"
3786,21-10-2014,"['mayonnaise', 'hard cheese', 'brown bread']"
3786,22-10-2014,"['ice cream', 'bottled water']"
3787,02-03-2014,"['pip fruit', 'pasta']"
3787,24-09-2015,"['pork', 'pip fruit', 'yogurt', 'salty snack']"
3787,25-09-2014,"['domestic eggs', 'white bread', 'whipped/sour cream']"
3788,16-02-2015,"['tropical fruit', 'soda']"
3789,06-09-2015,"['margarine', 'brandy', 'root vegetables', 'shopping bags']"
3789,10-03-2014,"['pot plants', 'soda', 'hygiene articles']"
3789,12-10-2015,"['whole milk', 'salty snack']"
3789,13-01-2014,"['bottled water', 'rolls/buns']"
3790,04-08-2015,"['pastry', 'dish cleaner']"
3790,09-06-2014,"['brown bread', 'yogurt']"
3790,24-04-2014,"['Instant food products', 'yogurt']"
3790,26-07-2015,"['sausage', 'domestic eggs', 'sweet spreads']"
3790,28-10-2015,"['chicken', 'coffee']"
3790,31-07-2014,"['frankfurter', 'whole milk']"
3791,23-01-2015,"['chocolate', 'whole milk']"
3791,25-03-2015,"['brown bread', 'yogurt']"
3792,30-07-2014,"['beef', 'whole milk', 'frozen dessert', 'whipped/sour cream']"
3793,02-07-2015,"['ham', 'rolls/buns', 'flower (seeds)']"
3793,07-08-2015,"['root vegetables', 'whole milk', 'newspapers']"
3793,07-09-2014,"['whole milk', 'other vegetables']"
3793,10-12-2014,"['canned fruit', 'brown bread']"
3793,13-11-2014,"['fruit/vegetable juice', 'coffee']"
3793,15-04-2015,"['citrus fruit', 'whole milk']"
3793,22-01-2015,"['canned beer', 'pastry']"
3793,26-05-2014,"['whole milk', 'soda']"
3794,01-11-2015,"['onions', 'liquor (appetizer)']"
3794,04-01-2015,"['citrus fruit', 'other vegetables']"
3794,26-11-2015,"['tropical fruit', 'other vegetables', 'berries', 'butter']"
3794,28-04-2015,"['meat', 'bottled water', 'soda']"
3795,02-07-2014,"['yogurt', 'pip fruit']"
3795,04-02-2014,"['misc. beverages', 'hard cheese', 'herbs', 'sugar']"
3795,17-01-2015,"['bottled beer', 'yogurt']"
3796,06-06-2015,"['seasonal products', 'bottled beer']"
3797,01-01-2014,"['waffles', 'whole milk']"
3797,07-09-2014,"['semi-finished bread', 'whole milk', 'fruit/vegetable juice']"
3797,10-08-2015,"['other vegetables', 'other vegetables']"
3797,16-09-2015,"['whole milk', 'butter']"
3797,20-01-2015,"['sausage', 'cream']"
3797,23-08-2015,"['root vegetables', 'tropical fruit', 'other vegetables', 'processed cheese']"
3798,04-09-2015,"['curd', 'meat', 'yogurt', 'whipped/sour cream']"
3798,15-02-2014,"['chocolate marshmallow', 'soda']"
3799,10-11-2014,"['pork', 'pip fruit']"
3799,17-09-2014,"['whipped/sour cream', 'chocolate']"
3799,22-05-2014,"['hamburger meat', 'tropical fruit']"
3800,08-02-2015,"['newspapers', 'root vegetables']"
3800,14-07-2014,"['domestic eggs', 'curd']"
3800,25-11-2014,"['domestic eggs', 'newspapers']"
3801,17-08-2015,"['salt', 'tropical fruit', 'newspapers']"
3801,23-10-2015,"['root vegetables', 'herbs']"
3801,25-08-2014,"['rolls/buns', 'frozen vegetables', 'pot plants', 'pastry']"
3802,08-06-2014,"['specialty chocolate', 'chewing gum']"
3802,15-10-2015,"['citrus fruit', 'whipped/sour cream']"
3803,06-10-2015,"['root vegetables', 'fruit/vegetable juice', 'berries', 'newspapers', 'chewing gum']"
3803,14-12-2015,"['chicken', 'vinegar']"
3803,17-06-2014,"['butter', 'skin care', 'rolls/buns']"
3803,20-10-2015,"['sausage', 'chicken', 'pip fruit', 'other vegetables']"
3803,23-12-2015,"['pot plants', 'citrus fruit', 'whipped/sour cream']"
3803,27-01-2015,"['dessert', 'tropical fruit']"
3804,21-06-2015,"['beef', 'butter milk']"
3804,21-09-2014,"['domestic eggs', 'canned beer', 'shopping bags']"
3804,27-12-2014,"['tropical fruit', 'other vegetables']"
3804,28-04-2014,"['frankfurter', 'rolls/buns']"
3805,02-01-2014,"['semi-finished bread', 'white bread']"
3805,18-09-2014,"['butter milk', 'specialty fat']"
3805,20-07-2014,"['beverages', 'rolls/buns']"
3806,15-03-2015,"['yogurt', 'tropical fruit', 'mayonnaise', 'curd', 'soft cheese']"
3806,28-08-2015,"['tropical fruit', 'pork']"
3807,02-03-2014,"['cat food', 'fruit/vegetable juice']"
3807,26-10-2015,"['pip fruit', 'pork', 'seasonal products', 'canned beer']"
3808,05-03-2014,"['UHT-milk', 'other vegetables']"
3808,18-08-2015,"['whole milk', 'frozen meals']"
3808,18-11-2014,"['other vegetables', 'bottled water']"
3808,19-02-2014,"['curd', 'other vegetables']"
3808,28-03-2014,"['whipped/sour cream', 'other vegetables']"
3809,08-02-2015,"['bottled beer', 'dog food', 'oil']"
3809,11-05-2014,"['red/blush wine', 'whole milk']"
3809,11-11-2014,"['fruit/vegetable juice', 'detergent']"
3809,24-03-2015,"['soda', 'ham']"
3810,07-05-2015,"['grapes', 'other vegetables']"
3810,21-07-2014,"['yogurt', 'margarine', 'yogurt', 'soft cheese']"
3811,07-07-2014,"['whole milk', 'soda']"
3811,11-05-2015,"['root vegetables', 'soft cheese', 'yogurt', 'bottled water']"
3811,14-04-2015,"['red/blush wine', 'sausage', 'soda', 'whole milk', 'rolls/buns']"
3811,19-04-2014,"['dessert', 'pastry']"
3811,21-07-2014,"['other vegetables', 'whole milk', 'yogurt', 'bottled water']"
3811,23-03-2014,"['other vegetables', 'canned beer']"
3811,24-06-2015,"['canned beer', 'other vegetables']"
3812,04-04-2014,"['cereals', 'newspapers']"
3812,11-07-2014,"['soda', 'long life bakery product']"
3812,11-08-2015,"['whipped/sour cream', 'soda']"
3812,13-11-2015,"['rolls/buns', 'meat', 'whole milk', 'domestic eggs', 'white bread', 'domestic eggs']"
3812,21-07-2015,"['sausage', 'sausage']"
3812,24-06-2015,"['beef', 'berries']"
3812,28-07-2015,"['whole milk', 'frozen potato products']"
3812,30-04-2014,"['bottled water', 'whole milk']"
3813,18-01-2015,"['whole milk', 'cat food']"
3813,25-12-2014,"['beef', 'specialty bar', 'rolls/buns']"
3814,05-01-2014,"['bottled water', 'red/blush wine']"
3814,21-07-2015,"['citrus fruit', 'canned beer', 'hygiene articles', 'chicken', 'whole milk', 'napkins', 'white wine', 'UHT-milk', 'shopping bags']"
3814,22-10-2014,"['bottled water', 'domestic eggs']"
3815,03-09-2014,"['pet care', 'cake bar']"
3815,15-09-2015,"['coffee', 'whole milk']"
3815,27-06-2015,"['pastry', 'rolls/buns']"
3815,30-01-2014,"['whole milk', 'margarine', 'rolls/buns']"
3816,18-12-2015,"['canned beer', 'fruit/vegetable juice']"
3816,19-05-2014,"['root vegetables', 'dog food']"
3816,24-10-2014,"['rolls/buns', 'packaged fruit/vegetables']"
3816,28-03-2014,"['Instant food products', 'white bread', 'semi-finished bread']"
3817,02-11-2014,"['bottled water', 'rolls/buns', 'waffles']"
3817,12-03-2014,"['red/blush wine', 'yogurt']"
3817,23-08-2014,"['chicken', 'sugar', 'domestic eggs']"
3817,24-11-2014,"['newspapers', 'frozen meals']"
3817,29-12-2014,"['dessert', 'pastry', 'hard cheese', 'candles']"
3818,08-08-2015,"['meat', 'sugar', 'margarine', 'cat food']"
3818,11-03-2014,"['root vegetables', 'whole milk']"
3818,13-05-2015,"['other vegetables', 'whole milk', 'tropical fruit', 'yogurt']"
3818,17-12-2015,"['turkey', 'whole milk']"
3818,29-03-2015,"['soda', 'curd', 'soda']"
3819,12-04-2015,"['pork', 'processed cheese', 'beef', 'white wine', 'soda', 'packaged fruit/vegetables', 'sliced cheese', 'beverages']"
3819,28-06-2015,"['chicken', 'fruit/vegetable juice']"
3820,10-05-2014,"['tropical fruit', 'yogurt', 'misc. beverages']"
3820,26-07-2014,"['butter milk', 'bottled beer', 'soda']"
3821,03-01-2015,"['ham', 'whole milk', 'pastry', 'herbs', 'herbs', 'newspapers', 'chewing gum', 'whole milk']"
3821,08-03-2014,"['ice cream', 'white wine', 'soups', 'instant coffee']"
3821,14-12-2014,"['tropical fruit', 'whipped/sour cream']"
3821,26-02-2014,"['turkey', 'condensed milk', 'yogurt']"
3822,04-09-2014,"['frozen vegetables', 'canned beer']"
3822,07-03-2015,"['root vegetables', 'bottled water', 'napkins', 'shopping bags', 'rice']"
3822,23-12-2014,"['yogurt', 'fruit/vegetable juice']"
3822,25-09-2015,"['hamburger meat', 'ice cream']"
3822,27-05-2015,"['ham', 'citrus fruit', 'sugar', 'ice cream', 'whole milk', 'chocolate marshmallow', 'specialty bar', 'candy']"
3823,10-12-2014,"['whole milk', 'frozen vegetables']"
3824,12-02-2015,"['root vegetables', 'whole milk']"
3825,27-01-2014,"['cream cheese ', 'shopping bags']"
3826,27-04-2014,"['coffee', 'shopping bags']"
3827,03-11-2015,"['soda', 'frozen meals', 'soft cheese', 'curd']"
3827,09-08-2014,"['misc. beverages', 'fruit/vegetable juice']"
3827,11-09-2014,"['pork', 'soda']"
3827,24-06-2014,"['canned beer', 'chocolate marshmallow']"
3827,28-02-2014,"['root vegetables', 'bottled water']"
3827,30-09-2015,"['hamburger meat', 'sausage', 'margarine', 'tropical fruit', 'pickled vegetables']"
3828,15-06-2015,"['yogurt', 'canned fish', 'pasta']"
3828,16-05-2014,"['whole milk', 'bottled water']"
3828,24-02-2014,"['citrus fruit', 'soda']"
3828,25-04-2014,"['whole milk', 'cat food']"
3829,02-08-2015,"['citrus fruit', 'beef', 'coffee']"
3829,10-07-2015,"['pickled vegetables', 'soda', 'chewing gum', 'yogurt']"
3829,25-06-2015,"['tropical fruit', 'tropical fruit']"
3830,01-04-2014,"['margarine', 'domestic eggs']"
3830,07-04-2015,"['pork', 'ice cream']"
3830,10-07-2015,"['soda', 'packaged fruit/vegetables', 'butter milk']"
3830,12-10-2014,"['pip fruit', 'ice cream', 'newspapers', 'pastry']"
3830,14-11-2014,"['root vegetables', 'coffee']"
3830,18-10-2015,"['frankfurter', 'coffee']"
3830,23-08-2014,"['sausage', 'candy']"
3830,28-01-2014,"['curd', 'cling film/bags', 'candy', 'rolls/buns']"
3830,28-07-2014,"['canned beer', 'yogurt']"
3831,01-03-2014,"['soda', 'bottled water', 'whipped/sour cream']"
3831,07-03-2015,"['newspapers', 'flour']"
3831,14-10-2015,"['UHT-milk', 'bottled beer', 'domestic eggs', 'rolls/buns']"
3831,29-03-2014,"['tropical fruit', 'yogurt', 'candy']"
3832,07-06-2014,"['condensed milk', 'bottled water', 'bottled beer']"
3832,12-01-2014,"['whole milk', 'shopping bags', 'specialty bar']"
3832,17-07-2015,"['frankfurter', 'frankfurter', 'whole milk', 'canned fish']"
3832,23-03-2014,"['tropical fruit', 'pasta', 'napkins']"
3832,26-06-2014,"['rolls/buns', 'rolls/buns']"
3834,18-05-2014,"['rolls/buns', 'salty snack', 'salty snack']"
3834,21-03-2014,"['flour', 'chocolate marshmallow']"
3835,03-02-2014,"['soda', 'dessert', 'dishes', 'sugar']"
3835,06-01-2015,"['tropical fruit', 'tropical fruit', 'soda', 'salty snack']"
3835,08-05-2014,"['pastry', 'misc. beverages']"
3835,11-05-2015,"['whole milk', 'bottled water']"
3835,15-10-2014,"['fruit/vegetable juice', 'bottled beer']"
3835,16-09-2015,"['yogurt', 'whole milk', 'pickled vegetables', 'long life bakery product', 'mustard']"
3835,25-04-2014,"['soda', 'seasonal products']"
3836,06-12-2015,"['yogurt', 'other vegetables']"
3836,14-06-2014,"['soda', 'butter', 'other vegetables', 'margarine']"
3837,01-12-2014,"['newspapers', 'bottled water', 'hard cheese']"
3837,12-05-2015,"['ham', 'other vegetables']"
3838,05-08-2014,"['whole milk', 'whipped/sour cream']"
3838,14-12-2015,"['curd', 'red/blush wine']"
3838,21-12-2014,"['light bulbs', 'cooking chocolate']"
3839,13-08-2014,"['citrus fruit', 'hard cheese', 'canned fish']"
3839,13-09-2014,"['soft cheese', 'rice']"
3839,21-06-2014,"['whole milk', 'pip fruit', 'pasta', 'yogurt']"
3840,06-11-2014,"['citrus fruit', 'jam']"
3840,11-01-2014,"['butter', 'butter']"
3840,17-05-2014,"['soda', 'frozen meals']"
3840,28-07-2015,"['liqueur', 'yogurt']"
3840,31-10-2014,"['bottled water', 'herbs']"
3841,01-02-2015,"['ham', 'other vegetables']"
3841,01-08-2014,"['specialty cheese', 'brown bread']"
3841,02-04-2015,"['frankfurter', 'yogurt']"
3841,19-07-2015,"['berries', 'pork', 'whole milk', 'frozen vegetables', 'domestic eggs']"
3841,27-09-2014,"['margarine', 'UHT-milk', 'brown bread']"
3841,29-07-2014,"['vinegar', 'butter', 'newspapers']"
3842,01-07-2015,"['beef', 'bottled water']"
3842,03-03-2014,"['frozen vegetables', 'pastry']"
3842,13-10-2014,"['pot plants', 'organic products']"
3842,14-10-2015,"['other vegetables', 'white bread', 'whole milk']"
3843,04-09-2015,"['sausage', 'grapes']"
3843,06-09-2014,"['tropical fruit', 'root vegetables']"
3843,09-12-2014,"['misc. beverages', 'citrus fruit', 'napkins']"
3843,17-10-2015,"['ice cream', 'flower (seeds)']"
3844,10-06-2014,"['yogurt', 'bathroom cleaner']"
3844,13-11-2014,"['pot plants', 'pickled vegetables', 'house keeping products']"
3844,14-08-2015,"['citrus fruit', 'curd']"
3844,17-09-2015,"['whole milk', 'pip fruit']"
3844,24-06-2014,"['semi-finished bread', 'other vegetables', 'soda']"
3844,25-09-2014,"['beverages', 'coffee']"
3844,27-06-2015,"['pork', 'other vegetables']"
3845,19-09-2015,"['hygiene articles', 'other vegetables']"
3846,01-09-2014,"['canned vegetables', 'dental care']"
3846,04-08-2014,"['shopping bags', 'flower (seeds)', 'curd cheese', 'decalcifier']"
3846,11-07-2014,"['pickled vegetables', 'whole milk']"
3846,25-08-2014,"['meat', 'dessert']"
3846,28-01-2015,"['bottled water', 'domestic eggs']"
3847,03-12-2015,"['hamburger meat', 'organic sausage']"
3847,08-06-2014,"['sausage', 'UHT-milk']"
3847,14-03-2014,"['berries', 'domestic eggs', 'coffee']"
3847,26-03-2015,"['beef', 'candy']"
3847,31-07-2014,"['canned beer', 'rolls/buns']"
3848,04-01-2014,"['chocolate marshmallow', 'brown bread']"
3848,11-10-2015,"['bottled beer', 'butter', 'frozen vegetables', 'whole milk']"
3848,16-01-2014,"['root vegetables', 'frozen vegetables']"
3848,18-11-2015,"['tropical fruit', 'shopping bags', 'hard cheese']"
3848,28-02-2014,"['soft cheese', 'chewing gum', 'cling film/bags']"
3849,02-07-2014,"['berries', 'baking powder']"
3849,06-01-2014,"['whole milk', 'whole milk']"
3849,09-10-2014,"['pork', 'shopping bags']"
3849,15-12-2014,"['root vegetables', 'beverages']"
3849,18-02-2014,"['berries', 'sugar', 'female sanitary products', 'dessert']"
3850,03-09-2015,"['coffee', 'curd cheese']"
3850,07-01-2014,"['rolls/buns', 'pickled vegetables']"
3850,14-06-2014,"['frozen vegetables', 'misc. beverages']"
3850,27-03-2014,"['cling film/bags', 'coffee']"
3851,03-08-2014,"['other vegetables', 'other vegetables']"
3851,06-05-2014,"['other vegetables', 'pastry']"
3851,10-05-2015,"['whole milk', 'butter']"
3851,11-08-2014,"['bottled beer', 'chocolate']"
3852,01-04-2015,"['citrus fruit', 'other vegetables']"
3852,26-06-2014,"['margarine', 'dishes']"
3852,31-08-2014,"['other vegetables', 'other vegetables', 'rolls/buns']"
3853,04-07-2015,"['fruit/vegetable juice', 'waffles', 'tropical fruit', 'domestic eggs', 'liquor (appetizer)', 'dessert']"
3854,19-03-2015,"['citrus fruit', 'shopping bags']"
3854,26-06-2014,"['whole milk', 'sweet spreads', 'soda', 'soda']"
3854,27-12-2014,"['coffee', 'tidbits']"
3855,02-12-2015,"['butter', 'whole milk']"
3855,07-05-2014,"['specialty chocolate', 'vinegar']"
3855,08-06-2014,"['meat', 'cream cheese ']"
3855,09-03-2015,"['tropical fruit', 'citrus fruit', 'chocolate']"
3855,11-01-2014,"['coffee', 'white wine']"
3855,15-07-2014,"['other vegetables', 'yogurt', 'specialty bar']"
3855,18-06-2015,"['curd', 'domestic eggs']"
3855,30-04-2015,"['pork', 'oil']"
3856,02-04-2015,"['whole milk', 'newspapers']"
3856,03-03-2014,"['onions', 'cat food', 'white wine']"
3856,06-03-2015,"['sausage', 'long life bakery product']"
3856,08-02-2014,"['yogurt', 'long life bakery product']"
3856,12-05-2014,"['other vegetables', 'cereals']"
3856,22-03-2015,"['sausage', 'sliced cheese']"
3857,01-10-2015,"['bottled water', 'tropical fruit']"
3857,03-04-2014,"['meat spreads', 'hard cheese', 'frozen vegetables', 'butter']"
3857,04-11-2015,"['other vegetables', 'whole milk', 'light bulbs', 'canned beer']"
3857,07-11-2014,"['frankfurter', 'other vegetables']"
3857,30-12-2014,"['soda', 'other vegetables']"
3858,27-03-2015,"['rolls/buns', 'soda']"
3859,03-08-2015,"['dog food', 'curd']"
3859,30-09-2015,"['canned beer', 'nuts/prunes']"
3860,05-05-2015,"['whole milk', 'frozen vegetables', 'bottled beer', 'specialty cheese', 'chewing gum']"
3860,06-10-2014,"['rolls/buns', 'domestic eggs']"
3861,07-07-2015,"['rolls/buns', 'dessert', 'bottled water', 'chocolate']"
3861,12-02-2014,"['whipped/sour cream', 'sweet spreads']"
3861,18-03-2014,"['pip fruit', 'newspapers', 'root vegetables']"
3862,03-04-2014,"['sausage', 'cake bar']"
3862,05-03-2015,"['condensed milk', 'yogurt', 'butter']"
3862,14-03-2014,"['instant coffee', 'onions', 'processed cheese', 'dental care']"
3862,18-11-2015,"['sliced cheese', 'newspapers', 'dog food', 'fruit/vegetable juice', 'rolls/buns', 'butter', 'hygiene articles', 'yogurt']"
3862,24-03-2014,"['artif. sweetener', 'sugar']"
3862,26-12-2014,"['bottled water', 'salty snack']"
3863,01-09-2014,"['turkey', 'frozen dessert', 'shopping bags']"
3863,05-04-2014,"['beverages', 'bottled water']"
3863,10-03-2014,"['soda', 'specialty cheese', 'napkins']"
3863,12-09-2014,"['cake bar', 'red/blush wine']"
3863,13-06-2015,"['brown bread', 'pet care']"
3863,19-07-2014,"['citrus fruit', 'whipped/sour cream']"
3864,01-05-2014,"['other vegetables', 'cooking chocolate']"
3864,12-12-2015,"['pip fruit', 'specialty bar', 'long life bakery product']"
3864,26-03-2014,"['bottled water', 'newspapers']"
3864,26-08-2015,"['bottled water', 'sugar']"
3864,26-12-2014,"['long life bakery product', 'butter']"
3864,29-10-2014,"['pork', 'soda']"
3864,30-12-2014,"['other vegetables', 'sliced cheese']"
3866,07-07-2015,"['chocolate', 'whole milk']"
3866,19-08-2014,"['onions', 'hygiene articles']"
3866,19-10-2014,"['root vegetables', 'bottled beer']"
3866,20-04-2014,"['finished products', 'cocoa drinks']"
3866,21-04-2015,"['root vegetables', 'bottled water']"
3867,07-09-2015,"['brown bread', 'skin care', 'whipped/sour cream']"
3867,10-08-2014,"['chicken', 'flower soil/fertilizer']"
3867,24-07-2014,"['pastry', 'domestic eggs', 'napkins']"
3868,19-08-2015,"['beef', 'domestic eggs', 'pastry']"
3868,22-01-2015,"['tropical fruit', 'citrus fruit']"
3869,01-08-2015,"['sausage', 'herbs']"
3869,12-08-2014,"['canned beer', 'white bread', 'male cosmetics', 'chocolate']"
3869,24-05-2014,"['newspapers', 'detergent']"
3870,21-02-2015,"['yogurt', 'yogurt']"
3870,21-03-2015,"['root vegetables', 'root vegetables', 'processed cheese', 'frozen fish']"
3871,05-10-2014,"['rolls/buns', 'salty snack', 'waffles']"
3871,16-08-2014,"['whole milk', 'margarine']"
3871,31-07-2015,"['bottled beer', 'tropical fruit']"
3872,03-11-2015,"['beef', 'citrus fruit', 'whole milk', 'yogurt']"
3872,04-04-2014,"['yogurt', 'condensed milk', 'yogurt']"
3872,07-02-2015,"['whole milk', 'frozen vegetables']"
3872,07-08-2015,"['pork', 'brown bread']"
3872,19-03-2015,"['frankfurter', 'whole milk']"
3872,22-01-2015,"['sausage', 'root vegetables']"
3872,23-08-2014,"['yogurt', 'salty snack']"
3872,23-11-2015,"['beef', 'turkey', 'grapes', 'shopping bags', 'sliced cheese', 'bottled water']"
3872,28-03-2015,"['specialty chocolate', 'turkey', 'canned beer', 'soda', 'dental care']"
3872,28-07-2014,"['root vegetables', 'shopping bags']"
3874,19-07-2014,"['bottled beer', 'fruit/vegetable juice']"
3876,03-10-2015,"['other vegetables', 'butter milk']"
3876,10-12-2014,"['domestic eggs', 'hard cheese']"
3876,25-08-2014,"['grapes', 'other vegetables']"
3877,06-02-2014,"['soda', 'liquor (appetizer)']"
3877,11-01-2015,"['pork', 'whipped/sour cream']"
3877,17-09-2015,"['pip fruit', 'soda', 'detergent']"
3877,20-06-2014,"['fruit/vegetable juice', 'cat food', 'zwieback', 'frozen dessert']"
3877,27-05-2015,"['tropical fruit', 'berries', 'chocolate']"
3877,27-06-2014,"['whole milk', 'rolls/buns']"
3878,19-04-2014,"['misc. beverages', 'long life bakery product']"
3878,24-07-2015,"['citrus fruit', 'rolls/buns']"
3878,27-11-2014,"['frozen potato products', 'rolls/buns']"
3878,28-07-2015,"['frankfurter', 'pork', 'tropical fruit', 'pastry']"
3878,30-04-2015,"['photo/film', 'pip fruit', 'butter', 'liquor (appetizer)', 'bottled beer', 'sweet spreads']"
3879,03-08-2014,"['yogurt', 'whole milk']"
3879,03-12-2014,"['soda', 'specialty bar', 'tidbits']"
3879,03-12-2015,"['hamburger meat', 'tropical fruit', 'whipped/sour cream', 'rolls/buns']"
3879,10-01-2014,"['curd', 'curd']"
3879,14-10-2014,"['tropical fruit', 'grapes']"
3879,18-08-2014,"['brown bread', 'dessert']"
3879,25-06-2015,"['tropical fruit', 'soda', 'canned vegetables']"
3881,02-04-2015,"['chicken', 'frankfurter', 'other vegetables', 'domestic eggs']"
3881,04-06-2014,"['beverages', 'waffles', 'specialty chocolate']"
3881,07-04-2015,"['meat', 'canned beer']"
3881,16-12-2014,"['frozen vegetables', 'frozen vegetables']"
3881,20-04-2014,"['whole milk', 'other vegetables', 'rice']"
3882,01-08-2014,"['hard cheese', 'sweet spreads']"
3882,15-08-2014,"['dessert', 'butter milk']"
3882,18-07-2014,"['beef', 'pastry']"
3882,19-10-2015,"['frankfurter', 'UHT-milk']"
3882,23-04-2015,"['finished products', 'whole milk', 'other vegetables', 'cling film/bags']"
3883,05-03-2014,"['UHT-milk', 'sweet spreads']"
3883,05-10-2015,"['citrus fruit', 'whole milk']"
3884,07-04-2015,"['citrus fruit', 'rolls/buns']"
3884,12-10-2014,"['beef', 'rolls/buns', 'butter']"
3885,13-04-2015,"['chocolate', 'seasonal products', 'rolls/buns']"
3885,15-10-2015,"['canned beer', 'rolls/buns']"
3886,01-04-2015,"['soda', 'sausage', 'butter milk', 'vinegar']"
3886,11-09-2015,"['soda', 'butter milk', 'citrus fruit', 'other vegetables']"
3886,18-11-2015,"['frankfurter', 'whole milk']"
3887,24-09-2014,"['pork', 'shopping bags', 'bottled water']"
3888,13-12-2015,"['sausage', 'shopping bags']"
3888,16-10-2014,"['pork', 'butter']"
3889,22-11-2014,"['tropical fruit', 'soda', 'spices']"
3889,23-12-2014,"['other vegetables', 'soda']"
3890,11-01-2015,"['sausage', 'rolls/buns']"
3890,20-01-2014,"['newspapers', 'sliced cheese']"
3890,21-12-2014,"['soda', 'frozen potato products']"
3890,26-10-2015,"['root vegetables', 'white bread', 'canned fish']"
3891,03-07-2015,"['rolls/buns', 'chicken', 'shopping bags', 'hard cheese']"
3891,11-10-2014,"['flour', 'dessert']"
3891,13-09-2014,"['chicken', 'pip fruit']"
3891,16-02-2015,"['cat food', 'newspapers', 'fruit/vegetable juice']"
3891,22-11-2015,"['brown bread', 'sugar']"
3892,07-04-2014,"['newspapers', 'specialty vegetables']"
3892,20-07-2015,"['frozen chicken', 'herbs', 'yogurt']"
3893,08-01-2014,"['salty snack', 'canned beer']"
3893,09-10-2014,"['sausage', 'newspapers']"
3893,15-04-2015,"['root vegetables', 'whole milk']"
3893,16-05-2014,"['soda', 'roll products ']"
3893,19-05-2014,"['pip fruit', 'rolls/buns', 'shopping bags']"
3894,06-11-2015,"['finished products', 'other vegetables']"
3894,10-02-2014,"['specialty vegetables', 'yogurt']"
3894,13-12-2015,"['root vegetables', 'sausage', 'cream cheese ', 'curd', 'UHT-milk']"
3894,25-01-2015,"['fruit/vegetable juice', 'root vegetables', 'pastry']"
3895,02-06-2014,"['cat food', 'soda', 'yogurt', 'margarine']"
3895,14-06-2014,"['curd', 'light bulbs']"
